sender_id,receiver_id,amount,timestamp,is_fraud_transaction
684,856,1225.533030116576,2025-09-30 12:50:10.246493,1
754,361,1453.2037595336092,2025-10-04 12:50:10.246493,1
378,848,1221.5167945657622,2025-09-28 12:50:10.246493,1
807,754,1693.4875456323507,2025-10-06 12:50:10.246493,1
762,684,1574.9182819178407,2025-10-22 12:50:10.246493,1
762,570,592.2611814026644,2025-10-20 12:50:10.246493,1
378,762,1100.0028506158706,2025-10-21 12:50:10.246493,1
850,684,1485.2307324005712,2025-10-16 12:50:10.246493,1
265,850,1145.5043379517472,2025-10-12 12:50:10.246493,1
807,378,1899.493741462902,2025-09-27 12:50:10.246493,1
856,361,1976.5446713568772,2025-10-08 12:50:10.246493,1
762,41,1498.799656973104,2025-09-27 12:50:10.246493,1
378,684,575.3510436138532,2025-09-25 12:50:10.246493,1
684,807,1360.637811079906,2025-10-23 12:50:10.246493,1
41,265,1648.1981772893441,2025-10-19 12:50:10.246493,1
807,684,1114.7877871385122,2025-10-02 12:50:10.246493,1
684,762,1355.2241606872853,2025-09-28 12:50:10.246493,1
762,378,1066.868382672366,2025-10-04 12:50:10.246493,1
848,265,608.1190712897431,2025-10-23 12:50:10.246493,1
378,41,1619.4085801645251,2025-10-05 12:50:10.246493,1
856,807,1808.3437472557691,2025-10-02 12:50:10.246493,1
807,856,1140.1073476404135,2025-10-03 12:50:10.249590,1
807,684,1459.0153103146558,2025-10-12 12:50:10.249590,1
856,570,1560.069995368207,2025-10-02 12:50:10.249590,1
848,41,720.4847096346782,2025-10-16 12:50:10.249590,1
754,570,1752.073729128987,2025-10-19 12:50:10.249590,1
856,378,848.1756184624087,2025-10-24 12:50:10.249590,1
807,762,1039.7541941390887,2025-10-13 12:50:10.249590,1
856,378,597.6919647093507,2025-09-30 12:50:10.249590,1
762,807,936.7281249631812,2025-10-16 12:50:10.249590,1
850,684,1722.830355888151,2025-10-17 12:50:10.249590,1
762,361,1764.4957686566775,2025-10-07 12:50:10.249590,1
850,762,1993.387341934992,2025-10-13 12:50:10.249590,1
762,684,1053.587034303659,2025-10-24 12:50:10.249590,1
754,807,1482.041882828305,2025-09-29 12:50:10.249590,1
762,361,906.7331361080531,2025-09-27 12:50:10.249590,1
848,361,766.8022621084503,2025-09-25 12:50:10.249590,1
265,361,1526.4587275840286,2025-10-21 12:50:10.249590,1
378,361,561.9046310844415,2025-10-13 12:50:10.249590,1
265,684,1515.8079434606507,2025-10-08 12:50:10.249590,1
570,684,1199.900865421124,2025-10-07 12:50:10.249590,1
848,265,1956.5113936606372,2025-09-26 12:50:10.249590,1
762,265,1149.769919644696,2025-10-01 12:50:10.249590,1
850,807,1011.8930754704897,2025-10-07 12:50:10.249590,1
807,41,503.7529874049555,2025-10-17 12:50:10.249590,1
41,762,1898.6169762238658,2025-10-01 12:50:10.249590,1
361,850,1654.3965602023359,2025-10-19 12:50:10.249590,1
848,41,1135.2767105149815,2025-10-08 12:50:10.249590,1
684,754,1520.610761186743,2025-09-27 12:50:10.249590,1
265,361,1639.7147278000684,2025-10-06 12:50:10.249590,1
848,762,1015.4281762769233,2025-10-23 12:50:10.249590,1
265,754,1234.5169136808472,2025-10-18 12:50:10.249590,1
807,684,1764.4559824233354,2025-09-26 12:50:10.249590,1
41,754,814.609697526011,2025-10-14 12:50:10.249590,1
570,41,1990.3688628107789,2025-10-08 12:50:10.249590,1
684,41,1694.6684579272287,2025-10-10 12:50:10.249590,1
378,684,1038.20533145879,2025-10-08 12:50:10.249590,1
807,378,1514.8066454914447,2025-09-30 12:50:10.249590,1
570,361,935.6205421905925,2025-10-12 12:50:10.249590,1
265,762,1611.887298791811,2025-09-25 12:50:10.249590,1
41,856,1919.5805934085633,2025-10-13 12:50:10.249590,1
684,762,983.0548956374494,2025-10-05 12:50:10.249590,1
807,684,1186.3126522468701,2025-10-10 12:50:10.249590,1
807,41,1095.6037133649097,2025-09-30 12:50:10.249590,1
754,41,996.9667487893425,2025-10-16 12:50:10.249590,1
848,570,1916.7176810718086,2025-10-16 12:50:10.249590,1
265,570,595.1984837510224,2025-09-26 12:50:10.249590,1
850,361,1676.5522651563654,2025-10-05 12:50:10.249590,1
850,570,1350.3873167046181,2025-10-18 12:50:10.249590,1
848,570,999.7457574615289,2025-10-17 12:50:10.249590,1
684,856,1523.8954046575059,2025-09-30 12:50:10.249590,1
265,361,1449.4935241147718,2025-10-12 12:50:10.249590,1
856,361,1682.0317965574563,2025-10-06 12:50:10.249590,1
762,41,1526.8800259631787,2025-09-26 12:50:10.249590,1
850,361,1771.756037885394,2025-10-17 12:50:10.249590,1
762,850,1861.6127230713607,2025-10-21 12:50:10.249590,1
807,570,1045.053465935688,2025-10-24 12:50:10.249590,1
848,361,1760.5486520986221,2025-10-03 12:50:10.249590,1
762,807,756.7530524230274,2025-09-29 12:50:10.249590,1
41,850,1129.9597161832635,2025-10-02 12:50:10.249590,1
265,378,1378.7365262801377,2025-10-03 12:50:10.249590,1
570,807,844.3177074134885,2025-10-08 12:50:10.249590,1
361,41,826.4312820692618,2025-09-27 12:50:10.249590,1
378,856,1813.5166808201864,2025-10-09 12:50:10.249590,1
378,265,773.5206093976077,2025-10-22 12:50:10.249590,1
41,850,1506.996774098196,2025-10-06 12:50:10.249590,1
570,378,893.0373363836513,2025-10-02 12:50:10.249590,1
848,850,1638.7125953412408,2025-09-27 12:50:10.249590,1
754,41,1507.2385963878987,2025-09-30 12:50:10.249590,1
684,265,1859.2323475031171,2025-10-22 12:50:10.249590,1
754,848,1795.0005669630416,2025-09-29 12:50:10.249590,1
378,684,1385.913228581604,2025-10-18 12:50:10.249590,1
848,807,1831.229119976203,2025-10-19 12:50:10.249590,1
265,570,1214.2846814310824,2025-10-19 12:50:10.249590,1
265,41,1476.611899922093,2025-09-28 12:50:10.249590,1
570,754,781.9403426834147,2025-10-24 12:50:10.249590,1
570,361,1187.926771843486,2025-10-17 12:50:10.249590,1
762,848,1378.0736195010047,2025-10-16 12:50:10.249590,1
848,361,573.5738421878068,2025-10-10 12:50:10.249590,1
570,265,548.6831324747957,2025-10-18 12:50:10.249590,1
570,378,1290.8066848758658,2025-09-26 12:50:10.249590,1
848,856,1571.6961072099934,2025-10-13 12:50:10.249590,1
850,265,1546.9986801249952,2025-10-14 12:50:10.249590,1
378,361,766.5592415911647,2025-10-13 12:50:10.249590,1
856,41,1219.2196410302163,2025-10-02 12:50:10.249590,1
684,754,873.6858171609215,2025-10-20 12:50:10.249590,1
848,762,1334.5918823128031,2025-10-07 12:50:10.249590,1
807,265,586.5090664179312,2025-10-03 12:50:10.249590,1
856,265,1831.8565898482125,2025-10-12 12:50:10.249590,1
684,570,1320.4760929738081,2025-10-04 12:50:10.249590,1
378,570,620.5866744634202,2025-10-19 12:50:10.249590,1
807,41,1444.9526312023197,2025-10-20 12:50:10.249590,1
265,848,1728.1881261527788,2025-09-25 12:50:10.249590,1
848,807,516.6529039803542,2025-10-05 12:50:10.249590,1
378,762,762.3546873080381,2025-09-25 12:50:10.249590,1
361,856,772.4706066201545,2025-09-26 12:50:10.249590,1
762,807,1494.8795774026526,2025-10-18 12:50:10.249590,1
361,762,897.0813934636622,2025-10-01 12:50:10.249590,1
754,850,1125.2539494539521,2025-09-29 12:50:10.249590,1
848,378,905.6720050268034,2025-10-03 12:50:10.249590,1
754,570,1177.1165419077079,2025-10-23 12:50:10.249590,1
754,684,1098.6059426856957,2025-10-09 12:50:10.249590,1
807,850,1059.2906111441262,2025-10-06 12:50:10.249590,1
570,856,1287.6123966434147,2025-10-23 12:50:10.249590,1
378,807,1091.9034035636557,2025-10-16 12:50:10.249590,1
754,41,1549.3321498065952,2025-10-21 12:50:10.249590,1
762,684,1803.7811211433584,2025-10-19 12:50:10.249590,1
378,848,767.7290382887197,2025-10-18 12:50:10.249590,1
850,754,736.7806656144849,2025-10-07 12:50:10.249590,1
570,762,794.1201910062834,2025-10-20 12:50:10.249590,1
850,856,1516.6042527316088,2025-10-24 12:50:10.249590,1
265,684,1307.3170753923469,2025-09-26 12:50:10.249590,1
570,41,1464.8134081170856,2025-10-24 12:50:10.249590,1
807,762,1463.135204304767,2025-09-30 12:50:10.249590,1
684,754,1952.077415958736,2025-09-27 12:50:10.249590,1
361,856,663.4667533497228,2025-10-05 12:50:10.249590,1
361,848,719.7587874708511,2025-10-05 12:50:10.249590,1
684,754,1911.4141445640525,2025-10-23 12:50:10.249590,1
41,378,1048.5511179637992,2025-10-07 12:50:10.249590,1
848,762,1785.0791316422176,2025-10-09 12:50:10.249590,1
684,41,1127.3661716326924,2025-10-04 12:50:10.249590,1
807,856,1875.329379694705,2025-09-28 12:50:10.249590,1
684,754,1020.0105496787486,2025-10-21 12:50:10.249590,1
754,762,693.1164606249661,2025-10-13 12:50:10.249590,1
41,762,1324.2668858627835,2025-10-20 12:50:10.249590,1
378,754,1862.3420506846035,2025-10-04 12:50:10.249590,1
850,856,1660.790779677323,2025-10-09 12:50:10.249590,1
684,265,1723.0615448413323,2025-09-25 12:50:10.249590,1
856,41,906.368745298478,2025-09-28 12:50:10.249590,1
684,265,1992.145278269903,2025-10-14 12:50:10.249590,1
361,850,777.3498279155688,2025-10-22 12:50:10.249590,1
754,361,1751.8638986188832,2025-10-08 12:50:10.249590,1
41,684,523.2659960478344,2025-10-19 12:50:10.249590,1
570,265,797.4403785721604,2025-09-28 12:50:10.249590,1
762,754,1797.3065997451895,2025-09-28 12:50:10.249590,1
361,684,983.7404798426833,2025-09-28 12:50:10.249590,1
848,807,1987.9374619511962,2025-09-27 12:50:10.249590,1
754,807,1023.9156626966391,2025-10-23 12:50:10.249590,1
754,41,1963.8387813130366,2025-10-03 12:50:10.249590,1
378,361,702.4215988869258,2025-10-09 12:50:10.249590,1
807,41,1717.990492970391,2025-10-07 12:50:10.249590,1
856,361,1331.232050188033,2025-10-11 12:50:10.249590,1
848,856,896.8453864533476,2025-10-10 12:50:10.249590,1
762,856,1900.6396968039278,2025-10-01 12:50:10.249590,1
856,265,1802.4046171163382,2025-10-18 12:50:10.249590,1
684,762,1681.5461572293868,2025-10-01 12:50:10.249590,1
41,361,1590.6533411108107,2025-09-30 12:50:10.256711,1
850,848,918.2059471225315,2025-09-26 12:50:10.256711,1
265,848,1916.8357729571765,2025-10-16 12:50:10.256711,1
378,856,1784.5133031570456,2025-10-19 12:50:10.256711,1
265,807,1454.8948779986436,2025-10-23 12:50:10.256711,1
850,265,641.7014214889176,2025-09-28 12:50:10.256711,1
684,41,1448.0758346590978,2025-10-20 12:50:10.256711,1
684,807,1989.9089259881987,2025-10-11 12:50:10.256711,1
850,361,746.8565817895415,2025-10-12 12:50:10.256711,1
856,265,940.422071259617,2025-09-29 12:50:10.256711,1
807,848,1820.7021728821333,2025-10-19 12:50:10.256711,1
570,754,844.687551239999,2025-10-02 12:50:10.256711,1
856,684,1910.3200834367913,2025-10-15 12:50:10.256711,1
265,361,1512.6136961599768,2025-09-30 12:50:10.256711,1
850,754,1533.9172566307948,2025-10-23 12:50:10.256711,1
850,684,1125.6914111331093,2025-10-06 12:50:10.256711,1
684,848,1419.1305284833122,2025-09-28 12:50:10.256711,1
807,848,1981.9063815794186,2025-10-19 12:50:10.256711,1
762,41,1062.64823719995,2025-10-20 12:50:10.256711,1
807,378,1417.8187677149022,2025-10-02 12:50:10.256711,1
856,762,853.7145837113162,2025-10-05 12:50:10.256711,1
762,850,634.3558858898798,2025-10-05 12:50:10.256711,1
850,807,1194.6088548081152,2025-10-21 12:50:10.256711,1
570,856,1676.2408999650504,2025-10-14 12:50:10.256711,1
848,762,1977.8332289435596,2025-10-16 12:50:10.256711,1
361,856,882.4243693087526,2025-10-24 12:50:10.256711,1
265,807,1710.2508831119512,2025-10-02 12:50:10.256711,1
378,856,812.9334243456831,2025-09-30 12:50:10.256711,1
570,807,1851.8903665481405,2025-10-09 12:50:10.256711,1
807,850,1173.8161490806156,2025-10-22 12:50:10.256711,1
850,361,1223.4396823192833,2025-09-28 12:50:10.256711,1
41,848,1411.9197596651738,2025-10-01 12:50:10.256711,1
684,378,1936.6326243307474,2025-10-08 12:50:10.256711,1
762,570,1571.455087604009,2025-10-16 12:50:10.256711,1
850,848,1062.5277888711057,2025-10-05 12:50:10.256711,1
684,856,1867.850669588784,2025-09-28 12:50:10.256711,1
361,41,1173.3290813285687,2025-10-16 12:50:10.256711,1
41,570,713.0234192344931,2025-10-13 12:50:10.256711,1
850,570,1528.797375702567,2025-10-10 12:50:10.256711,1
265,361,824.9964814108671,2025-10-17 12:50:10.256711,1
848,807,1935.9500743032806,2025-10-18 12:50:10.256711,1
41,265,1946.5511623766806,2025-10-07 12:50:10.256711,1
754,850,1067.0856240459198,2025-09-26 12:50:10.256711,1
807,856,951.5473320917356,2025-10-17 12:50:10.256711,1
378,848,1331.5694604516668,2025-09-26 12:50:10.256711,1
754,762,823.713946370228,2025-10-23 12:50:10.256711,1
762,754,1522.7293397827298,2025-10-21 12:50:10.256711,1
265,378,1087.457663256403,2025-10-11 12:50:10.256711,1
848,41,1103.5978941799192,2025-10-15 12:50:10.256711,1
848,361,1515.3761829930818,2025-10-05 12:50:10.256711,1
848,856,1624.650751595269,2025-10-01 12:50:10.256711,1
265,754,1220.2285381058507,2025-10-13 12:50:10.256711,1
378,570,1414.0044386009813,2025-10-14 12:50:10.256711,1
570,856,1264.2640873108796,2025-10-12 12:50:10.256711,1
848,570,1087.9250993170594,2025-09-28 12:50:10.256711,1
361,754,622.831285415986,2025-10-11 12:50:10.256711,1
807,570,1546.2573949174691,2025-10-22 12:50:10.256711,1
856,265,1475.5401063037496,2025-09-25 12:50:10.256711,1
848,856,1355.7701771601214,2025-10-10 12:50:10.256711,1
850,684,1546.4284948911231,2025-10-03 12:50:10.256711,1
807,754,798.8304957492494,2025-10-01 12:50:10.256711,1
265,850,1688.6567816116683,2025-10-24 12:50:10.256711,1
762,754,1516.9032012668458,2025-10-17 12:50:10.256711,1
848,754,727.5959216214635,2025-10-13 12:50:10.256711,1
850,570,737.1667971932646,2025-10-16 12:50:10.256711,1
570,754,1335.8182311714434,2025-10-23 12:50:10.256711,1
265,762,958.0289163955644,2025-10-10 12:50:10.256711,1
850,684,1741.7111983204124,2025-09-25 12:50:10.256711,1
762,807,1342.101232123704,2025-10-11 12:50:10.256711,1
361,41,1455.8802933311185,2025-09-25 12:50:10.256711,1
856,762,1334.8828527380756,2025-10-13 12:50:10.256711,1
848,378,1397.0488774769422,2025-10-05 12:50:10.256711,1
378,848,1691.1876401279712,2025-09-29 12:50:10.256711,1
762,754,1299.4075495118936,2025-10-03 12:50:10.256711,1
684,762,1437.0443668096045,2025-09-26 12:50:10.256711,1
684,361,1954.8124535546824,2025-10-16 12:50:10.256711,1
570,856,1029.169224892118,2025-10-24 12:50:10.256711,1
684,807,812.0933417792428,2025-10-22 12:50:10.256711,1
570,265,1720.7477980476278,2025-10-14 12:50:10.256711,1
856,850,539.4777471543011,2025-10-04 12:50:10.256711,1
850,856,1308.433543258014,2025-10-23 12:50:10.256711,1
378,41,669.8989215537258,2025-09-29 12:50:10.256711,1
41,850,1619.9365105145218,2025-09-28 12:50:10.256711,1
